Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,🙈 Symbol,"🙈 Google
Symbol",🙈 Score,🙈 AnalystTargetPrice
NYSE:LDOS,17 Feb 2026,$176.70,3,$202.40,10,,$158.82,11.26%,,,,$162.12,2.08%,$341.22,114.84%,$383.18,141.27%,LDOS,NYSE:LDOS,0.099,$209.07
NASDAQ:LECO,31 May 2024,$190.67,3,,,,$243.67,-21.75%,,,,$255.70,4.94%,$274.91,12.82%,$300.15,23.18%,LECO,NASDAQ:LECO,0.074,$294.44
NYSE:LEN,21 Feb 2026,$150.73,5,$98.80,4,,$86.49,14.23%,,,,$88.45,2.27%,$0.00,-100.00%,$0.00,-100.00%,LEN,NYSE:LEN,0.015,$101.00
NYSE:LEN.B,19 Feb 2026,$140.83,5,,,,$84.32,67.02%,,,,$81.38,-3.49%,$0.00,-100.00%,$0.00,-100.00%,LEN.B,NYSE:LEN.B,-0.127,
NASDAQ:LENZ,15 May 2025,$26.93,3,$47.14,9,,$9.67,178.52%,,,,$10.26,6.10%,$4.72,-51.16%,$4.65,-51.91%,LENZ,NASDAQ:LENZ,0.101,$41.14
NYSEAMERICAN:LEU,23 Dec 2025,$221.63,3,$289.10,9,,$183.21,20.97%,,,,,-100.00%,-$2.00,-101.09%,-$2.00,-101.09%,LEU,NYSE:LEU,-2.000,
NASDAQ:LFUS,30 Jan 2026,$287.28,3,$366.67,8,,$346.54,-17.10%,,,,$333.72,-3.70%,$547.76,58.07%,$715.98,106.61%,LFUS,NASDAQ:LFUS,-0.170,$367.00
NASDAQ:LFVN,16 Sep 2025,$9.29,3,,,,$4.25,118.59%,,,,,-100.00%,-$2.00,-147.06%,-$2.00,-147.06%,LFVN,NASDAQ:LFVN,-2.000,
NASDAQ:LFWD,4 Dec 2025,$1.24,3,$4.50,,,$6.86,-81.89%,,,,,-100.00%,-$2.00,-129.15%,-$2.00,-129.15%,LFWD,NASDAQ:LFWD,-2.000,
NASDAQ:LGHL,1 Sep 2025,$2.89,3,,,,$0.81,257.04%,,,,,-100.00%,-$2.00,-346.91%,-$2.00,-346.91%,LGHL,NASDAQ:LGHL,-2.000,
NASDAQ:LGIH,31 Mar 2026,$61.70,3,$66.50,4,3.25,$38.13,61.81%,61.81%,$61.70,$66.50,$39.86,4.54%,$61.87,62.25%,$63.88,67.52%,LGIH,NASDAQ:LGIH,0.205,$65.50
NYSE:LH,19 May 2025,$246.54,3,$276.82,5,,$273.72,-9.93%,,,,$282.39,3.17%,$372.88,36.23%,$456.08,66.62%,LH,NYSE:LH,0.198,$308.29
NASDAQ:LI,15 Dec 2025,$17.08,1,,1,,$18.47,-7.53%,,,,$18.11,-1.95%,$0.00,-100.00%,$0.00,-100.00%,LI,NASDAQ:LI,-0.478,$21.66
NASDAQ:LIF,22 Jan 2026,$44.97,2,$89.23,1,,$40.43,11.22%,,,,$39.45,-2.42%,$61.48,52.06%,$63.75,57.67%,LIF,NASDAQ:LIF,-0.271,$69.33
NYSE:LII,26 Aug 2025,$486.80,1,,,,$454.64,7.07%,,,,$477.08,4.94%,"$1,066.91",134.67%,"$1,131.15",148.80%,LII,NYSE:LII,0.065,$553.19
NASDAQ:LIN,8 Jul 2024,$400.00,0,,,,$502.60,-20.41%,,,,$514.50,2.37%,$644.17,28.17%,$788.23,56.83%,LIN,NASDAQ:LIN,0.275,$513.85
NASDAQ:LITE,2 Feb 2026,$174.97,1,,,,$826.88,-78.84%,,,,$848.27,2.59%,$820.82,-0.73%,$883.89,6.89%,LITE,NASDAQ:LITE,0.322,$708.57
NASDAQ:LIVN,11 Dec 2025,$69.34,3,$65.83,9,,$63.79,3.20%,,,,$63.19,-0.94%,$109.98,72.41%,$128.70,101.75%,LIVN,NASDAQ:LIVN,-0.085,$79.91
NASDAQ:LKFN,19 Nov 2025,$61.67,3,,,,$58.12,6.11%,,,,$59.81,2.91%,-$132.20,-327.47%,-$130.23,-324.07%,LKFN,NASDAQ:LKFN,0.381,$64.00
NASDAQ:LKQ,15 May 2025,$47.72,5,$53.00,8,,$28.19,69.28%,,,,$27.97,-0.78%,$37.00,31.25%,$51.73,83.51%,LKQ,NASDAQ:LKQ,-0.601,$40.94
NYSE:LMT,23 Dec 2025,$488.93,3,$524.93,7,,$622.79,-21.49%,,,,$639.05,2.61%,$838.15,34.58%,$915.90,47.06%,LMT,NYSE:LMT,0.166,$665.65
NYSE:LOB,18 Nov 2025,$45.74,3,$42.50,4,,$33.39,27.28%,,,,$34.30,2.73%,-$183.85,-650.61%,-$176.41,-628.32%,LOB,NYSE:LOB,0.216,$44.75
NYSE:LOMA,16 Dec 2025,$12.58,3,,7,,$11.07,13.64%,,,,$10.69,-3.43%,$19.64,77.38%,$27.77,150.82%,LOMA,NYSE:LOMA,-0.520,$15.00
NASDAQ:LOVE,30 Aug 2023,$33.25,3,,,,$14.37,131.36%,,,,$14.24,-0.90%,$50.25,249.66%,$52.14,262.82%,LOVE,NASDAQ:LOVE,-0.054,$24.17
NASDAQ:LPRO,23 Aug 2025,$2.92,3,$2.58,2,,$1.20,115.00%,,,,,-100.00%,-$2.00,-266.67%,-$2.00,-266.67%,LPRO,NASDAQ:LPRO,-2.000,
NASDAQ:LPTH,29 Jan 2026,$6.12,3,$12.67,8,,$10.98,-44.26%,,,,$9.64,-12.20%,$12.84,16.91%,"$2,596.92",23551.37%,LPTH,NASDAQ:LPTH,-0.458,$15.10
NYSE:LPX,9 May 2025,$89.40,3,,,,$70.81,26.25%,,,,$69.37,-2.03%,$105.23,48.61%,$86.05,21.52%,LPX,NYSE:LPX,-0.575,$101.50
NASDAQ:LQDT,23 Dec 2025,$37.03,4,$41.00,3,,$31.16,18.85%,,,,$32.40,3.98%,$57.83,85.58%,$61.52,97.44%,LQDT,NASDAQ:LQDT,0.420,$43.00
NASDAQ:LRCX,17 Jul 2024,$725.21,1,,,,$218.44,231.99%,,,,$233.62,6.95%,$287.04,31.40%,$292.81,34.04%,LRCX,NASDAQ:LRCX,0.846,$274.90
NASDAQ:LSCC,19 Jan 2026,$69.35,1,$83.73,10,,$95.02,-27.02%,,,,$98.57,3.74%,$110.30,16.08%,$113.36,19.30%,LSCC,NASDAQ:LSCC,0.126,$114.71
NYSE:LSPD,11 Sep 2025,$13.68,3,$15.02,6,,$8.89,53.89%,,,,$8.68,-2.36%,$15.19,70.84%,$42.58,378.91%,LSPD,NYSE:LSPD,-0.410,$12.88
NASDAQ:LTBR,25 Aug 2025,$13.94,3,,,,$11.09,25.68%,,,,$10.16,-8.39%,$16.17,45.78%,$16.17,45.78%,LTBR,NASDAQ:LTBR,-0.059,$10.50
NYSE:LTH,15 Aug 2025,$22.60,2,,,,$26.99,-16.25%,,,,$25.75,-4.59%,$8.97,-66.76%,$7.30,-72.93%,LTH,NYSE:LTH,-0.040,$40.00
NASDAQ:LTRX,5 Feb 2026,$7.76,3,$7.88,9,,$5.40,43.77%,,,,$5.58,3.33%,$8.81,63.19%,$10.76,99.21%,LTRX,NASDAQ:LTRX,0.295,$9.12
NYSE:LU,1 Sep 2025,$3.43,3,,4,,$1.86,84.19%,,,,$1.81,-2.69%,$0.00,-100.00%,$0.00,-100.00%,LU,NYSE:LU,-0.597,$3.00
NASDAQ:LUNG,4 Dec 2025,$3.40,3,$4.10,1,,$1.33,155.64%,,,,,-100.00%,-$2.00,-250.38%,-$2.00,-250.38%,LUNG,NASDAQ:LUNG,-2.000,
NYSE:LUXE,26 Mar 2026,$9.82,3,,,3.25,$7.79,25.99%,25.99%,$9.82,$9.87,$7.65,-1.80%,$0.00,-100.00%,$0.00,-100.00%,LUXE,NYSE:LUXE,-0.039,$9.87
NASDAQ:LWAY,27 Aug 2025,$25.66,2,,,,$22.02,16.53%,,,,$22.03,0.05%,$34.77,57.90%,$38.57,75.14%,LWAY,NASDAQ:LWAY,-0.071,$35.00
NASDAQ:LX,9 Sep 2025,$5.80,3,,7,,$2.25,157.78%,,,,$2.08,-7.56%,$0.00,-100.00%,$0.00,-100.00%,LX,NASDAQ:LX,-0.447,$4.08
NYSE:LXFR,11 Nov 2025,$12.33,3,,5,,$12.14,1.53%,,,,$12.66,4.28%,$37.28,207.08%,$38.67,218.53%,LXFR,NYSE:LXFR,0.351,$17.00
NYSE:LXU,22 Jan 2026,$9.49,3,$10.38,3,,$14.91,-36.36%,,,,$14.59,-2.15%,$17.10,14.69%,$21.67,45.34%,LXU,NYSE:LXU,-0.726,$14.90
NYSE:LYG,10 Mar 2026,$4.90,3,,5,2.75,$5.21,-5.95%,-5.95%,$4.90,$5.92,$5.15,-1.15%,-$32.56,-724.93%,-$32.56,-724.93%,LYG,NYSE:LYG,-0.112,$5.92
NASDAQ:LYTS,5 Feb 2026,$23.01,3,$29.33,7,,$18.51,24.30%,,,,$18.44,-0.38%,$55.69,200.85%,$61.75,233.63%,LYTS,NASDAQ:LYTS,-0.038,$30.50
NYSE:LZM,28 Oct 2025,$7.28,3,$8.00,6,,$3.69,97.29%,,,,$3.42,-7.32%,$0.00,-100.00%,$0.00,-100.00%,LZM,NYSE:LZM,-0.452,$9.51
NYSE:M,17 Nov 2023,$28.11,3,,,,$17.82,57.77%,,,,$17.43,-2.19%,$117.22,557.82%,$126.26,608.54%,M,NYSE:M,-0.251,$19.30
NYSE:MAA,18 Sep 2025,$156.08,4,$158.89,4,,$124.88,24.99%,,,,$120.79,-3.28%,$129.04,3.33%,$183.21,46.71%,MAA,NYSE:MAA,-0.702,$144.10
NASDAQ:MAPS,9 Feb 2026,$1.32,3,,2,,$0.71,85.92%,,,,,-100.00%,-$2.00,-381.69%,-$2.00,-381.69%,MAPS,NASDAQ:MAPS,-2.000,
NASDAQ:MAR,23 Dec 2025,$276.62,2,$301.75,6,,$331.93,-16.66%,,,,$329.37,-0.77%,$350.94,5.73%,$385.41,16.11%,MAR,NASDAQ:MAR,-0.040,$356.12
NYSE:MAS,4 Mar 2026,$78.27,5,$94.22,3,,$59.12,32.39%,,,,$62.65,5.97%,$104.26,76.36%,$111.92,89.31%,MAS,NYSE:MAS,0.349,$80.32
NASDAQ:MASI,11 Dec 2025,$144.64,3,$188.40,8,,$178.59,-19.01%,,,,$179.94,0.76%,$212.20,18.82%,$227.43,27.35%,MASI,NASDAQ:MASI,-0.099,$177.00
NASDAQ:MASS,16 Dec 2025,$6.35,3,$8.00,6,,$6.61,-3.93%,,,,$6.09,-7.87%,$6.81,3.06%,$8.81,33.26%,MASS,NASDAQ:MASS,-0.272,$10.00
NASDAQ:MAT,31 Mar 2026,$22.02,5,$18.30,7,4.25,$14.36,27.44%,27.44%,$18.30,$22.02,$15.10,5.15%,$84.35,487.37%,$85.73,496.99%,MAT,NASDAQ:MAT,0.370,$19.29
NASDAQ:MATW,12 Jun 2025,$31.87,5,,6,,$25.38,25.56%,,,,$25.08,-1.18%,$32.39,27.60%,$58.32,129.78%,MATW,NASDAQ:MATW,-0.009,$38.00
NYSE:MATX,30 Mar 2026,$217.46,5,$190.00,6,3.75,$166.39,14.19%,14.19%,$190.00,$217.46,$170.72,2.60%,$217.44,30.68%,$318.63,91.49%,MATX,NYSE:MATX,0.062,$213.00
NYSE:MAX,23 Aug 2025,$13.82,3,$15.83,3,,$9.36,47.62%,,,,$8.74,-6.62%,$16.80,79.52%,$17.31,84.97%,MAX,NYSE:MAX,-0.160,$13.79
NYSE:MBC,24 Dec 2024,$17.00,4,$23.00,4,,$8.01,112.18%,,,,$7.89,-1.50%,$12.75,59.13%,$19.76,146.66%,MBC,NYSE:MBC,-0.133,$11.59
NYSE:MBI,3 Jan 2025,$6.33,3,$6.75,2,,$5.94,6.58%,,,,$5.68,-4.38%,-$63.49,-1168.78%,-$63.49,-1168.78%,MBI,NYSE:MBI,-0.507,$7.25
NASDAQ:MBIN,16 Mar 2026,$47.75,3,$48.50,4,3,$44.49,7.33%,7.33%,$47.75,$48.67,$45.79,2.92%,-$213.47,-579.81%,-$212.80,-578.32%,MBIN,NASDAQ:MBIN,0.270,$48.67
NASDAQ:MBWM,24 Mar 2026,$55.58,3,$56.00,6,3.25,$51.46,8.01%,8.01%,$55.58,$56.83,$52.77,2.55%,-$247.73,-581.40%,-$241.49,-569.28%,MBWM,NASDAQ:MBWM,0.332,$56.83
NYSE:MC,24 Oct 2025,$64.64,3,,,,$56.27,14.87%,,,,$54.35,-3.41%,$329.01,484.70%,$332.15,490.28%,MC,NYSE:MC,-0.547,$76.70
NYSE:MCB,18 Nov 2025,$66.26,3,$88.00,4,,$83.47,-20.62%,,,,$82.56,-1.09%,-$336.87,-503.59%,-$348.75,-517.81%,MCB,NYSE:MCB,-0.166,$103.50
NASDAQ:MCBS,24 Oct 2025,$30.06,3,$31.00,4,,$29.36,2.38%,,,,$29.96,2.04%,-$64.54,-319.81%,-$97.43,-431.85%,MCBS,NASDAQ:MCBS,0.065,$32.00
NYSE:MCD,18 Sep 2025,$295.53,3,$322.80,8,,$307.14,-3.78%,,,,$302.47,-1.52%,$385.57,25.53%,$441.63,43.79%,MCD,NYSE:MCD,-0.508,$345.00
NASDAQ:MCHP,27 Jan 2026,$69.09,2,$81.39,8,,$65.60,5.32%,,,,$67.48,2.87%,$84.71,29.13%,$102.20,55.79%,MCHP,NASDAQ:MCHP,0.334,$86.67
NYSE:MCK,23 Aug 2024,$496.23,2,,,,$884.28,-43.88%,,,,$866.76,-1.98%,$870.37,-1.57%,$913.79,3.34%,MCK,NYSE:MCK,-0.463,$997.67
NYSE:MCO,16 Sep 2025,$491.12,3,,,,$440.79,11.42%,,,,$429.34,-2.60%,$683.83,55.14%,$731.76,66.01%,MCO,NYSE:MCO,-0.502,$546.70
NYSE:MD,2 May 2025,$17.20,4,$18.10,6,,$21.18,-18.79%,,,,$20.59,-2.79%,$92.89,338.57%,$97.90,362.24%,MD,NYSE:MD,-0.058,$21.33
NYSE:MDT,14 Jan 2026,$99.63,3,$111.63,6,,$86.63,15.01%,,,,$86.36,-0.31%,$160.21,84.94%,$200.60,131.56%,MDT,NYSE:MDT,-0.048,$110.60
NASDAQ:MDWD,1 Sep 2025,$18.47,3,$30.00,4,,$16.81,9.88%,,,,$17.81,5.95%,$10.80,-35.76%,$11.10,-33.95%,MDWD,NASDAQ:MDWD,0.030,$31.33
NYSE:MED,23 Dec 2025,$14.30,3,,4,,$10.36,38.07%,,,,$10.15,-2.03%,$104.48,908.53%,$120.38,1061.99%,MED,NYSE:MED,-0.008,$12.00
NYSE:MEI,19 Mar 2025,$11.38,3,$11.50,4,,$5.85,94.60%,,,,$5.35,-8.55%,$4.61,-21.12%,$26.57,354.12%,MEI,NYSE:MEI,-0.567,$8.50
NASDAQ:MELI,29 Aug 2025,"$2,075.00",2,,,,"$1,715.52",20.95%,,,,"$1,704.47",-0.64%,"$7,092.01",313.40%,"$7,404.22",331.60%,MELI,NASDAQ:MELI,-0.096,"$2,544.50"
NASDAQ:MERC,9 Apr 2025,$9.51,3,$7.00,5,,$1.41,396.45%,,,,,-100.00%,-$2.00,-241.84%,-$2.00,-241.84%,MERC,NASDAQ:MERC,-2.000,
NASDAQ:MESO,11 Dec 2025,$18.44,3,,,,$14.81,24.51%,,,,,-100.00%,-$2.00,-113.50%,-$2.00,-113.50%,MESO,NASDAQ:MESO,-2.000,
NASDAQ:META,19 Jul 2024,$436.35,2,,,,$574.46,-24.04%,,,,$588.54,2.45%,$985.98,71.64%,"$1,151.88",100.52%,META,NASDAQ:META,0.078,$860.25
NASDAQ:METC,16 Jun 2025,$18.15,3,$13.00,2,,$15.50,-16.13%,,,,$15.91,2.65%,$25.14,62.22%,$38.38,147.61%,METC,NASDAQ:METC,0.141,$31.19
NYSE:MFG,19 Nov 2025,$6.09,2,,,,$8.16,-25.37%,,,,$7.99,-2.08%,-$96.65,-1284.47%,-$93.82,-1249.70%,MFG,NYSE:MFG,-0.179,$8.45
NASDAQ:MGEE,29 Jan 2025,$79.73,3,$76.50,7,,$78.81,-2.93%,,,,$77.75,-1.35%,$61.51,-21.96%,$98.85,25.43%,MGEE,NASDAQ:MGEE,-0.253,$81.00
NASDAQ:MGNX,23 Dec 2025,$2.57,3,$3.00,2,,$3.07,-16.14%,,,,$3.24,5.54%,$17.87,482.02%,$18.93,516.76%,MGNX,NASDAQ:MGNX,0.348,$3.60
NASDAQ:MGPI,19 Jun 2025,$49.20,3,$38.50,6,,$18.49,108.22%,,,,$18.87,2.06%,$49.14,165.79%,$64.50,248.81%,MGPI,NASDAQ:MGPI,0.072,$28.80
NYSE:MGY,27 Jan 2026,$27.84,4,$26.85,6,,$31.04,-13.50%,,,,$30.41,-2.03%,$43.03,38.62%,$66.94,115.65%,MGY,NYSE:MGY,-0.435,$32.63
NYSE:MHO,18 Mar 2026,$159.41,5,$165.00,4,4,$121.62,31.07%,31.07%,$157.00,$165.00,$127.57,4.89%,$222.96,83.33%,$228.97,88.27%,MHO,NYSE:MHO,0.252,$157.00
NASDAQ:MIDD,5 Jan 2026,$155.08,4,$163.60,9,,$132.09,17.40%,,,,$136.66,3.46%,$263.22,99.27%,$277.33,109.96%,MIDD,NASDAQ:MIDD,0.130,$189.00
NYSE:MIR,19 Nov 2025,$18.40,2,$31.83,9,,$19.00,-3.17%,,,,$17.74,-6.63%,$26.25,38.14%,$52.45,176.06%,MIR,NYSE:MIR,-0.054,$28.20
NASDAQ:MITK,27 Jan 2026,$157.37,5,$14.67,9,,$13.90,5.54%,,,,$13.48,-3.02%,$24.36,75.25%,$30.13,116.75%,MITK,NASDAQ:MITK,-0.275,$14.75
NYSE:MKC,23 Dec 2025,$74.06,5,$78.11,5,,$48.85,51.61%,,,,$50.24,2.85%,$27.12,-44.47%,$44.23,-9.45%,MKC,NYSE:MKC,0.423,$62.69
NASDAQ:MKSI,30 Jan 2026,$186.47,1,$225.25,10,,$234.66,-20.54%,,,,$224.55,-4.31%,$208.70,-11.06%,$263.90,12.46%,MKSI,NASDAQ:MKSI,-0.179,$292.08
NASDAQ:MKTX,23 Aug 2025,$211.29,4,$232.14,4,,$171.46,23.23%,,,,$167.02,-2.59%,$311.64,81.76%,$335.71,95.80%,MKTX,NASDAQ:MKTX,-0.256,$194.70
NASDAQ:MLKN,20 Sep 2024,$28.93,3,,,,$14.45,100.22%,,,,$14.10,-2.42%,$3.08,-78.66%,$24.19,67.44%,MLKN,NASDAQ:MLKN,-0.019,$32.00
NYSE:MNR,22 Jan 2026,$25.78,3,$20.00,7,,$14.06,42.25%,,,,$13.93,-0.92%,$17.92,27.47%,$15.97,13.55%,MNR,NYSE:MNR,-0.479,$18.57
NASDAQ:MNRO,6 Jun 2025,$30.40,3,$17.67,8,,$15.96,10.71%,,,,$15.94,-0.13%,$4.89,-69.37%,$32.75,105.20%,MNRO,NASDAQ:MNRO,-0.379,$25.62
NYSE:MNSO,1 Sep 2025,$24.84,3,$26.94,8,,$16.06,54.65%,,,,,-100.00%,-$2.00,-112.45%,-$2.00,-112.45%,MNSO,NYSE:MNSO,-2.000,
NYSE:MO,17 Mar 2026,$65.79,3,$68.00,4,2.75,$65.76,0.05%,0.05%,$65.50,$68.00,$67.67,2.90%,$173.21,163.39%,$175.57,166.98%,MO,NYSE:MO,0.004,$65.50
NASDAQ:MOFG,2 Oct 2025,$33.83,3,$34.50,5,,#N/A,#N/A,,,,,#N/A,-$2.00,#N/A,-$2.00,#N/A,MOFG,NASDAQ:MOFG,-2.000,
NYSE:MOS,23 Dec 2025,$27.76,5,$33.54,7,,$26.17,6.06%,,,,$25.77,-1.53%,$22.94,-12.33%,$42.18,61.18%,MOS,NYSE:MOS,-0.568,$31.27
NYSE:MOV,26 Mar 2026,$28.60,4,$30.75,7,3.75,$23.77,20.30%,20.30%,$28.60,$30.75,$24.59,3.45%,$136.75,475.31%,$142.89,501.13%,MOV,NYSE:MOV,0.177,$30.75
NASDAQ:MPB,19 Mar 2026,$32.84,3,$37.00,7,3.25,$32.34,1.55%,1.55%,$32.84,$37.00,$33.36,3.15%,-$166.99,-616.36%,-$147.81,-557.06%,MPB,NASDAQ:MPB,0.299,$36.50
NYSE:MPLX,10 Apr 2025,$49.70,1,,,,$55.90,-11.09%,,,,$55.87,-0.05%,$87.53,56.59%,$111.49,99.44%,MPLX,NYSE:MPLX,-0.005,$60.00
NYSEAMERICAN:MPTI,11 Feb 2026,$62.49,,,6,,$69.21,-9.71%,,,,$66.66,-3.68%,$116.80,68.76%,$122.30,76.71%,MPTI,NYSEAMERICAN:MPTI,-0.624,$76.50
NASDAQ:MPWR,26 Jan 2026,$897.84,2,,,,"$1,118.49",-19.73%,,,,"$1,148.05",2.64%,"$1,235.95",10.50%,"$1,255.58",12.26%,MPWR,NASDAQ:MPWR,0.160,"$1,328.29"
NASDAQ:MRAM,19 Jan 2026,$10.62,3,$10.50,8,,$9.48,10.76%,,,,$9.71,2.43%,$15.17,59.99%,$16.34,72.34%,MRAM,NASDAQ:MRAM,0.169,$12.50
NASDAQ:MRVL,15 Jan 2026,$93.91,4,$119.56,10,,$107.11,-12.32%,,,,$110.58,3.24%,$117.44,9.65%,$137.03,27.93%,MRVL,NASDAQ:MRVL,0.486,$120.88
NASDAQ:MRX,10 Sep 2025,$29.58,2,,,,$43.90,-32.63%,,,,$42.43,-3.35%,$32.24,-26.55%,$39.56,-9.89%,MRX,NASDAQ:MRX,-0.157,$54.43
NYSE:MS,27 Aug 2025,$131.18,2,,,,$165.81,-20.88%,,,,$161.16,-2.80%,-$394.29,-337.80%,-$339.98,-305.04%,MS,NYSE:MS,-0.361,$192.57
NYSE:MSB,1 Sep 2025,$30.89,1,,,,$31.32,-1.37%,,,,$31.32,0.00%,$65.46,109.01%,$65.46,109.01%,MSB,NYSE:MSB,-0.443,$33.00
NASDAQ:MSBI,2 Oct 2025,$21.79,3,$20.67,3,,$23.00,-10.13%,,,,$23.43,1.87%,-$174.25,-857.61%,-$168.39,-832.15%,MSBI,NASDAQ:MSBI,0.067,$23.62
NYSE:MSCI,24 Oct 2025,$568.24,3,,,,$544.78,4.31%,,,,$532.19,-2.31%,$886.54,62.73%,$938.56,72.28%,MSCI,NYSE:MSCI,-0.425,$673.75
NASDAQ:MSFT,26 Jan 2026,$49.22,3,,,,$373.46,-86.82%,,,,$365.74,-2.07%,$412.14,10.36%,$496.12,32.84%,MSFT,NASDAQ:MSFT,-0.340,$587.31
NYSE:MSI,2 Feb 2026,$451.69,3,$462.25,8,,$438.96,2.90%,,,,$436.51,-0.56%,$790.01,79.97%,$847.71,93.12%,MSI,NYSE:MSI,-0.024,$505.45
NASDAQ:MSTR,9 Feb 2026,$240.05,3,$361.73,4,,$119.83,100.33%,,,,$115.83,-3.34%,-$18.56,-115.49%,-$18.45,-115.40%,MSTR,NASDAQ:MSTR,-0.581,$374.07
NYSE:MT,10 Mar 2026,$51.30,3,$60.10,9,3.25,$52.92,-3.06%,-3.06%,$51.30,$61.40,$54.91,3.76%,$78.38,48.12%,$122.32,131.15%,MT,NYSE:MT,0.252,$61.40
NYSE:MTB,20 Oct 2025,$182.98,3,$219.71,4,,$210.16,-12.93%,,,,$207.54,-1.25%,-$658.70,-413.43%,-$600.72,-385.84%,MTB,NYSE:MTB,-0.073,$233.28
NYSE:MTDR,19 Aug 2025,$64.64,3,$62.88,4,,$62.90,-0.03%,,,,$61.33,-2.50%,$47.14,-25.05%,$87.49,39.10%,MTDR,NYSE:MTDR,-0.637,$67.74
NYSE:MTG,16 Jul 2024,$24.62,3,,,,$26.52,-7.17%,,,,$26.10,-1.58%,$62.63,136.16%,$63.00,137.55%,MTG,NYSE:MTG,-0.466,$28.17
NASDAQ:MTRX,23 Jan 2026,$15.94,3,,1,,$11.68,36.44%,,,,$11.54,-1.20%,$12.55,7.44%,$15.93,36.38%,MTRX,NASDAQ:MTRX,-0.313,$20.00
NASDAQ:MTSI,27 Jan 2026,$193.58,2,$204.75,8,,$238.30,-18.76%,,,,$245.60,3.06%,$247.00,3.65%,$255.27,7.12%,MTSI,NASDAQ:MTSI,0.327,$261.14
NYSE:MTW,20 Sep 2024,$13.92,3,,,,$11.75,18.47%,,,,$11.43,-2.72%,$75.75,544.70%,$99.73,748.75%,MTW,NYSE:MTW,-0.390,$10.50
NYSE:MTZ,4 Sep 2024,$99.99,3,,,,$336.25,-70.26%,,,,$319.77,-4.90%,$436.25,29.74%,$698.85,107.84%,MTZ,NYSE:MTZ,-0.649,$341.28
NYSE:MUFG,21 Oct 2025,$13.65,3,,10,,$17.48,-21.91%,,,,$16.96,-2.97%,-$155.79,-991.27%,-$155.79,-991.27%,MUFG,NYSE:MUFG,-0.499,$17.47
NYSE:MUX,20 Aug 2025,$12.92,3,$15.83,6,,$21.48,-39.84%,,,,$20.17,-6.10%,$20.55,-4.32%,$24.30,13.12%,MUX,NYSE:MUX,-0.212,$31.70
NASDAQ:MVIS,5 Feb 2026,$1.11,4,,1,,$0.64,74.08%,,,,$0.62,-3.13%,$0.04,-94.28%,$0.09,-85.19%,MVIS,NASDAQ:MVIS,-0.143,$2.00
NYSE:MWA,13 Nov 2025,$22.51,2,$27.20,1,,$27.65,-18.60%,,,,$28.62,3.51%,$44.78,61.94%,$49.68,79.66%,MWA,NYSE:MWA,0.064,$31.40
NYSE:MX,9 Feb 2026,$4.11,3,,3,,$2.86,43.71%,,,,$2.74,-4.20%,$8.17,185.75%,$13.37,367.41%,MX,NYSE:MX,-0.404,$4.00
NASDAQ:MXCT,23 Dec 2025,$2.30,3,$6.84,,,$0.75,206.13%,,,,$0.71,-5.33%,-$0.04,-105.38%,$0.69,-8.61%,MXCT,NASDAQ:MXCT,-0.172,$4.05
NASDAQ:MXL,19 Jan 2026,$27.04,4,$22.00,4,,$17.98,22.36%,,,,$18.61,3.50%,$17.81,-0.97%,$24.68,37.28%,MXL,NASDAQ:MXL,0.526,$21.55
NYSEAMERICAN:MYO,16 Dec 2025,$1.00,1,,,,$0.67,49.25%,,,,,-100.00%,-$2.00,-398.51%,-$2.00,-398.51%,MYO,NYSEAMERICAN:MYO,-2.000,
NASDAQ:MYRG,25 Sep 2024,$129.33,3,,,,$285.68,-54.73%,,,,$280.76,-1.72%,$571.29,99.98%,$653.05,128.59%,MYRG,NASDAQ:MYRG,-0.484,$301.33
NYSE:NABL,5 Feb 2026,$8.30,3,$9.65,5,,$4.86,70.70%,,,,$4.98,2.47%,$7.89,62.43%,$10.98,125.84%,NABL,NYSE:NABL,0.232,$7.35
NYSEAMERICAN:NAK,3 Sep 2025,$1.18,,$2.50,4,,$1.49,-20.81%,,,,$1.39,-6.71%,$1.35,-9.15%,$1.35,-9.11%,NAK,NYSEAMERICAN:NAK,-0.548,$2.47
NASDAQ:NAVI,23 Aug 2025,$18.59,4,$13.20,6,,$8.30,59.04%,,,,$8.17,-1.57%,-$363.05,-4474.08%,-$359.95,-4436.69%,NAVI,NASDAQ:NAVI,-0.143,$10.22
NASDAQ:NB,12 Aug 2025,$5.09,3,,,,$4.63,9.85%,,,,$4.29,-7.34%,$6.09,31.54%,$6.09,31.54%,NB,NASDAQ:NB,-0.534,$11.49
NASDAQ:NBBK,28 Nov 2025,$21.28,3,$22.00,9,,$21.61,-1.53%,,,,$22.20,2.73%,-$82.96,-483.89%,-$103.06,-576.90%,NBBK,NASDAQ:NBBK,0.372,$24.00
NYSE:NBHC,6 Oct 2025,$47.71,4,$44.75,5,,$39.58,13.06%,,,,$39.14,-1.11%,-$117.18,-396.05%,-$103.53,-361.58%,NBHC,NYSE:NBHC,-0.189,$46.00
